"id","playa_any","riparian_any","perc_transect","mode_habitat"
"CO-BCR18-AR1",0,0.188461538461538,0.473076923076923,"AR"
"CO-BCR18-AR11",0,0,0.385416666666667,"GR"
"CO-BCR18-AR2",0,0,0.771929824561403,"GR"
"CO-BCR18-AR5",0,0,0.805194805194805,"AR"
"CO-BCR18-AR6",0,0.375,0.375,"RI"
"CO-BCR18-AR7",0,0.0666666666666667,0.933333333333333,"UR"
"CO-BCR18-AR8",0,0,0.836734693877551,"PJ"
"CO-BCR18-AR9",0,0.740157480314961,0.740157480314961,"RI"
"CO-BCR18-CO1",0,0,0.830985915492958,"GR"
"CO-BCR18-CO10",0,0,0.865116279069767,"GR"
"CO-BCR18-CO3",0,0,1,"GR"
"CO-BCR18-CO4",0,0,1,"GR"
"CO-BCR18-CO5",0,0.159090909090909,0.840909090909091,"PJ"
"CO-BCR18-CO6",0,0,0.749003984063745,"GR"
"CO-BCR18-CO7",0,0,0.812903225806452,"GR"
"CO-BCR18-CO8",0,0,1,"GR"
"CO-BCR18-DO1",0,0.369942196531792,0.526011560693642,"SA"
"CO-BCR18-DO2",0,0.295774647887324,0.483568075117371,"GR"
"CO-BCR18-IA1",0,0,1,"GR"
"CO-BCR18-IA2",0,0.136842105263158,0.58421052631579,"AR"
"CO-BCR18-IA3",0,0.0622222222222222,0.937777777777778,"GR"
"CO-BCR18-IA4",0,0,1,"GR"
"CO-BCR18-IA5",0,0,1,"GR"
"CO-BCR18-IA6",0,0,1,"AR"
"CO-BCR18-IA7",0,0,1,"AR"
"CO-BCR18-IA9",0,0,1,"AR"
"CO-BCR18-NP1",0,0,1,"GR"
"CO-BCR18-NP2",0,0,1,"GR"
"CO-BCR18-NP3",0,0,0.62396694214876,"GR"
"CO-BCR18-NP4",0,0,1,"AR"
"CO-BCR18-NP5",0,0,0.833333333333333,"GR"
"CO-BCR18-NP6",0,0,1,"GR"
"CO-BCR18-NP7",0,0,1,"UR"
"CO-BCR18-NP8",0,0,0.785714285714286,"AR"
"CO-BCR18-PC2",0,0,1,"GR"
"CO-BCR18-PC3",0,0,1,"GR"
"CO-BCR18-PG1",0,0,0.834355828220859,"GR"
"CO-BCR18-PG2",0,0,1,"GR"
"CO-BCR18-PG3",0,0,1,"GR"
"CO-BCR18-PG4",0,0,1,"GR"
"CO-BCR18-PG5",0,0,0.76984126984127,"DS"
"CO-BCR18-PI1",0,0,0.75,"GR"
"CO-BCR18-PI10",0,0,0.629166666666667,"GR"
"CO-BCR18-PI11",0,0,1,"AR"
"CO-BCR18-PI5",0,0,0.760869565217391,"AR"
"CO-BCR18-PI6",0,0,1,"GR"
"CO-BCR18-PI7",0,0,0.607003891050584,"SA"
"CO-BCR18-PI8",0,0,0.777777777777778,"SA"
"CO-BCR18-PI9",0,0,1,"GR"
"CO-BCR18-PT1",0,0.243781094527363,0.616915422885572,"UR"
"CO-BCR18-PT2",0,0.254054054054054,0.486486486486487,"UR"
"CO-BCR18-PT3",0,0.183673469387755,0.739795918367347,"UR"
"CO-BCR18-PT4",0,0.196969696969697,0.348484848484849,"WE"
"CO-BCR18-PT5",0,0.172566371681416,0.349557522123894,"AR"
"CO-BCR18-PT6",0,0.561643835616438,0.561643835616438,"RI"
"CO-BCR18-PT7",0,0.466257668711656,0.466257668711656,"RI"
"CO-BCR18-PT8",0,0.27906976744186,0.61046511627907,"UR"
"CO-BCR18-SA10",0,0,1,"GR"
"CO-BCR18-SA14",0,0,0.61214953271028,"GR"
"CO-BCR18-SA2",0,0,1,"GR"
"CO-BCR18-SA4",0,0,1,"GR"
"CO-BCR18-SA5",0,0,0.755725190839695,"GR"
"CO-BCR18-SA6",0,0,1,"GR"
"CO-BCR18-SA7",0,0.0769230769230769,0.923076923076923,"AR"
"CO-BCR18-SA9",0,0,1,"GR"
"KS-BCR18-AO11",0,0,0.742857142857143,"GR"
"KS-BCR18-AO12",0,0,0.709090909090909,"GR"
"KS-BCR18-AO13",0,0,1,"AR"
"KS-BCR18-AO14",0,0,1,"GR"
"KS-BCR18-AO16",0,0,0.952153110047847,"GR"
"KS-BCR18-AO18",0,0,0.829545454545455,"GR"
"KS-BCR18-AO6",0,0,1,"AR"
"KS-BCR18-AO7",0,0,0.692913385826772,"AR"
"KS-BCR18-CM1",0,0,0.678571428571429,"GR"
"KS-BCR18-CM2",0,0,0.85,"SA"
"KS-BCR18-CM3",0,0,0.918367346938776,"GR"
"KS-BCR18-PL2",0,0,1,"AR"
"KS-BCR18-PL3",0.344444444444444,0,0.655555555555556,"AR"
"KS-BCR18-RV10",0,0.223529411764706,0.776470588235294,"GR"
"KS-BCR18-RV2",0,0.505813953488372,0.505813953488372,"RI"
"NE-BCR18-AF10",0,0.10077519379845,0.829457364341085,"GR"
"NE-BCR18-AF12",0,0,0.856435643564356,"GR"
"NE-BCR18-AF2",0,0,0.726114649681529,"GR"
"NE-BCR18-AF3",0,0,0.836666666666667,"GR"
"NE-BCR18-AF4",0,0.547511312217195,0.547511312217195,"RI"
"NE-BCR18-AF5",0,0.379310344827586,0.620689655172414,"GR"
"NE-BCR18-AF7",0,0.398416886543536,0.527704485488127,"GR"
"NE-BCR18-AF8",0,0,0.751515151515151,"GR"
"NE-BCR18-AF9",0,0,1,"GR"
"NE-BCR18-AO1",0,0,1,"GR"
"NE-BCR18-AO10",0,0,1,"AR"
"NE-BCR18-AO13",0,0,1,"AR"
"NE-BCR18-AO17",0,0,0.620689655172414,"GR"
"NE-BCR18-AO3",0,0,1,"GR"
"NE-BCR18-AO7",0,0,1,"GR"
"NE-BCR18-AO8",0,0,1,"AR"
"NE-BCR18-GG1",0,0,0.938271604938272,"BU"
"NE-BCR18-GG2",0,0.204878048780488,0.502439024390244,"GR"
"NE-BCR18-GG3",0,0.0958083832335329,0.844311377245509,"GR"
"NE-BCR18-PR1",0,0,1,"PP"
"NE-BCR18-PR11",0,0.305699481865285,0.632124352331606,"GR"
"NE-BCR18-PR16",0,0,0.64367816091954,"GR"
"NE-BCR18-PR2",0,0,0.87248322147651,"PP"
"NE-BCR18-PR4",0,0.280542986425339,0.610859728506787,"GR"
"NE-BCR18-PR5",0,0.525641025641026,0.525641025641026,"RI"
"NE-BCR18-PR8",0,0,1,"GR"
"NE-BCR18-PR9",0,0.254545454545455,0.296969696969697,"PP"
"NE-BCR18-RD1",0,0,0.626728110599078,"BU"
"NE-BCR18-RD2",0,0,0.588235294117647,"BU"
"NE-BCR18-RD3",0,0.117073170731707,0.317073170731707,"GR"
"NE-BCR18-SA1",0,0,1,"GR"
"NE-BCR18-SA10",0,0,0.85207100591716,"AR"
"NE-BCR18-SA12",0,0,1,"AR"
"NE-BCR18-SA15",0,0,1,"GR"
"NE-BCR18-SA17",0,0,0.717948717948718,"GR"
"NE-BCR18-SA19",0,0,0.75,"GR"
"NE-BCR18-SA3",0,0,0.737827715355805,"AR"
"NE-BCR18-SA9",0,0,0.661016949152542,"GR"
"NE-BCR18-SB1",0,0,0.362204724409449,"SA"
"NE-BCR18-SB10",0,0,0.848484848484849,"GR"
"NE-BCR18-SB2",0,0,0.821052631578947,"GR"
"NE-BCR18-SB4",0,0,0.390909090909091,"PJ"
"NE-BCR18-SB5",0,0,0.476923076923077,"PJ"
"NE-BCR18-SB6",0,0,0.746666666666667,"GR"
"NE-BCR18-SB7",0,0.124324324324324,0.313513513513514,"GR"
"NE-BCR18-WH1",0,0,1,"GR"
"NE-BCR18-WH13",0,0,0.692307692307692,"GR"
"NE-BCR18-WH15",0,0,0.430555555555556,"PJ"
"NE-BCR18-WH16",0,0,1,"GR"
"NE-BCR18-WH22",0,0,0.525423728813559,"PP"
"NE-BCR18-WH4",0,0,0.728571428571429,"AR"
"NE-BCR18-WH6",0,0,0.710743801652893,"AR"
"NE-BCR18-WH7",0,0,0.902255639097744,"GR"
"NM-BCR18-AO11",0,0,0.666666666666667,"AR"
"NM-BCR18-AO12",0,0,1,"AR"
"NM-BCR18-AO24",0,0,0.506024096385542,"XX"
"NM-BCR18-AO27",0,0,1,"SH"
"NM-BCR18-AO30",0,0,1,"GR"
"NM-BCR18-AO33",0,0,0.738095238095238,"SH"
"NM-BCR18-AO36",0,0,1,"SH"
"NM-BCR18-AO41",0,0,1,"GR"
"NM-BCR18-AO42",0,0,0.89873417721519,"GR"
"NM-BCR18-AO43",0,0,1,"SH"
"NM-BCR18-AO46",0,0,1,"GR"
"NM-BCR18-AO59",0,0,0.688073394495413,"SH"
"NM-BCR18-AO61",0,0,1,"GR"
"NM-BCR18-KW1",0,0,1,"GR"
"NM-BCR18-KW2",0,0,1,"GR"
"NM-BCR18-PL16",0.805194805194805,0,0.805194805194805,"PL"
"NM-BCR18-PL17",0,0,1,"GR"
"NM-BCR18-PL21",0,0,1,"GR"
"NM-BCR18-PL23",0,0,1,"GR"
"NM-BCR18-PL25",0.123674911660777,0,0.876325088339223,"GR"
"NM-BCR18-PL3",0,0,1,"GR"
"NM-BCR18-PL31",0,0,1,"GR"
"NM-BCR18-PL33",0,0,1,"GR"
"NM-BCR18-PL39",0,0,1,"GR"
"NM-BCR18-PL41",0,0,0.68,"GR"
"NM-BCR18-PL42",0,0,1,"GR"
"NM-BCR18-PL48",0,0,0.538461538461538,"SH"
"NM-BCR18-PL5",0,0,1,"SH"
"NM-BCR18-PL60",0,0,0.897058823529412,"GR"
"NM-BCR18-PL63",0,0,0.841860465116279,"GR"
"NM-BCR18-PL7",0,0,1,"GR"
"NM-BCR18-PL70",0,0,1,"GR"
"NM-BCR18-RV10",0,0,0.494736842105263,"SH"
"NM-BCR18-RV20",0,0,1,"GR"
"NM-BCR18-RV24",0,0.429906542056075,0.570093457943925,"GR"
"NM-BCR18-RV36",0,0.520408163265306,0.520408163265306,"RI"
"NM-BCR18-RV5",0,0.5,0.5,"GR"
"NM-BCR18-RV5",0,0.5,0.5,"RI"
"NM-BCR18-RV52",0,0.314410480349345,0.685589519650655,"GR"
"NM-BCR18-RV7",0,0,1,"GR"
"NM-BCR18-RV8",0,0,1,"GR"
"OK-BCR18-AO1",0,0,0.616666666666667,"GR"
"OK-BCR18-AO13",0,0,1,"GR"
"OK-BCR18-AO16",0,0,1,"AR"
"OK-BCR18-AO20",0,0,1,"AR"
"OK-BCR18-AO21",0,0,1,"AR"
"OK-BCR18-AO25",0,0,1,"GR"
"OK-BCR18-AO3",0,0,1,"GR"
"OK-BCR18-AO6",0,0,1,"AR"
"OK-BCR18-PL1",0,0,1,"AR"
"OK-BCR18-PL10",0,0,0.892307692307692,"GR"
"OK-BCR18-PL11",0,0,1,"AR"
"OK-BCR18-PL4",0,0,1,"AR"
"OK-BCR18-PL7",0.532110091743119,0,0.532110091743119,"PL"
"OK-BCR18-RB1",0,0,1,"GR"
"OK-BCR18-RB2",0,0,1,"GR"
"OK-BCR18-RV10",0,0,1,"SA"
"OK-BCR18-RV13",0,0,1,"GR"
"OK-BCR18-RV16",0,0,1,"SA"
"OK-BCR18-RV17",0,0,1,"GR"
"OK-BCR18-RV22",0,0,1,"GR"
"OK-BCR18-RV30",0,0.120481927710843,0.879518072289157,"GR"
"OK-BCR18-RV32",0,0.0732758620689655,0.478448275862069,"GR"
"OK-BCR18-RV7",0,0.494505494505495,0.494505494505495,"RI"
"TX-BCR18-AO11",0,0,1,"GR"
"TX-BCR18-AO12",0,0,0.530487804878049,"AR"
"TX-BCR18-AO15",0,0,0.886206896551724,"UR"
"TX-BCR18-AO18",0,0,1,"GR"
"TX-BCR18-AO23",0,0,0.742857142857143,"AR"
"TX-BCR18-AO24",0,0,0.663507109004739,"GR"
"TX-BCR18-AO25",0,0,1,"DS"
"TX-BCR18-AO27",0,0,1,"AR"
"TX-BCR18-AO28",0,0,1,"AR"
"TX-BCR18-AO29",0,0,1,"AR"
"TX-BCR18-AO3",0,0,0.489795918367347,"GR"
"TX-BCR18-AO33",0,0,1,"DS"
"TX-BCR18-AO36",0,0,1,"AR"
"TX-BCR18-AO38",0,0,1,"GR"
"TX-BCR18-AO44",0,0,1,"GR"
"TX-BCR18-AO47",0,0,1,"GR"
"TX-BCR18-PL10",0,0,0.5875,"UR"
"TX-BCR18-PL14",0,0,1,"AR"
"TX-BCR18-PL15",0,0,1,"AR"
"TX-BCR18-PL16",0,0,1,"AR"
"TX-BCR18-PL19",0,0,0.731225296442688,"GR"
"TX-BCR18-PL2",0,0,1,"AR"
"TX-BCR18-PL23",0,0,1,"AR"
"TX-BCR18-PL24",0,0,0.769230769230769,"GR"
"TX-BCR18-PL27",0,0,1,"AR"
"TX-BCR18-PL30",0,0,0.862944162436548,"GR"
"TX-BCR18-PL32",0,0,0.871111111111111,"DS"
"TX-BCR18-PL35",0,0,1,"AR"
"TX-BCR18-PL38",0.196261682242991,0,0.803738317757009,"GR"
"TX-BCR18-PL5",0,0,1,"AR"
"TX-BCR18-PL7",0,0,0.519607843137255,"WE"
"TX-BCR18-PL9",0,0,0.930327868852459,"AR"
"TX-BCR18-RB1",0,0,1,"GR"
"TX-BCR18-RB2",0,0,1,"GR"
"TX-BCR18-RV13",0,0,1,"GR"
"TX-BCR18-RV17",0,0.595744680851064,0.595744680851064,"RI"
"TX-BCR18-RV18",0.138211382113821,0,0.495934959349593,"GR"
"TX-BCR18-RV19",0,0.177570093457944,0.439252336448598,"UR"
"TX-BCR18-RV22",0,0.216374269005848,0.596491228070175,"GR"
"TX-BCR18-RV26",0,0.8,0.8,"RI"
"TX-BCR18-RV29",0,0,1,"AR"
"TX-BCR18-RV3",0,0,1,"GR"
"TX-BCR18-RV30",0,0.26875,0.44375,"CR"
"TX-BCR18-RV31",0,0.222627737226277,0.54014598540146,"GR"
"TX-BCR18-RV33",0,1,1,"RI"
"TX-BCR18-RV34",0,0,0.928870292887029,"GR"
"TX-BCR18-RV38",0.0646551724137931,0.538793103448276,0.538793103448276,"RI"
"TX-BCR18-RV43",0,0,0.61271676300578,"GR"
"KS-BCR19-AO10",0,0,0.637254901960784,"AR"
"KS-BCR19-AO13",0,0,1,"GR"
"KS-BCR19-AO16",0,0,1,"AR"
"KS-BCR19-AO17",0,0,0.563025210084034,"GR"
"KS-BCR19-AO18",0,0,0.736842105263158,"AR"
"KS-BCR19-AO20",0,0,0.521739130434783,"AR"
"KS-BCR19-AO5",0,0,1,"GR"
"KS-BCR19-AO8",0,0,0.754098360655738,"AR"
"KS-BCR19-PL6",0,0,1,"AR"
"KS-BCR19-PL8",0.49438202247191,0,0.50561797752809,"AR"
"KS-BCR19-RV5",0,0,0.494949494949495,"AR"
"KS-BCR19-RV6",0,0.388,0.612,"AR"
"OK-BCR19-AO1",0,0,0.894736842105263,"GR"
"OK-BCR19-AO11",0,0,0.506024096385542,"GR"
"OK-BCR19-AO12",0,0,1,"AR"
"OK-BCR19-AO13",0,0.0546218487394958,0.945378151260504,"UR"
"OK-BCR19-AO14",0,0,1,"AR"
"OK-BCR19-AO15",0,0.157407407407407,0.842592592592593,"GR"
"OK-BCR19-AO2",0,0,0.647058823529412,"GR"
"OK-BCR19-AO7",0,0,0.809160305343511,"GR"
"OK-BCR19-PL1",0,0,0.629955947136564,"GR"
"OK-BCR19-PL4",0,0,0.818965517241379,"AR"
"OK-BCR19-RV1",0,0,1,"GR"
"OK-BCR19-RV10",0,0,0.8875,"AR"
"OK-BCR19-RV12",0,0.163934426229508,0.5,"GR"
"OK-BCR19-RV13",0,0.203389830508475,0.796610169491525,"AR"
"OK-BCR19-RV14",0,0,1,"SA"
"OK-BCR19-RV16",0,0.313953488372093,0.686046511627907,"GR"
"OK-BCR19-RV5",0,0.575221238938053,0.575221238938053,"RI"
"OK-BCR19-RV9",0,0,0.568181818181818,"AR"
"TX-BCR19-AO10",0,0,0.420454545454545,"GR"
"TX-BCR19-AO16",0,0,0.866666666666667,"AR"
"TX-BCR19-AO24",0,0,1,"AR"
"TX-BCR19-AO25",0,0,0.656084656084656,"PJ"
"TX-BCR19-AO34",0,0,0.580645161290323,"SH"
"TX-BCR19-AO46",0,0,0.625,"MB"
"TX-BCR19-AO5",0,0,1,"UR"
"TX-BCR19-AO8",0,0,1,"SH"
"TX-BCR19-AO9",0,0,0.523076923076923,"OA"
"TX-BCR19-PL10",0,0,0.525179856115108,"AR"
"TX-BCR19-PL11",0,0,1,"AR"
"TX-BCR19-PL20",0,0,1,"GR"
"TX-BCR19-PL24",0,0,1,"AR"
"TX-BCR19-PL26",0,0,1,"AR"
"TX-BCR19-PL27",0,0,1,"AR"
"TX-BCR19-PL28",0.400921658986175,0,0.502304147465438,"AR"
"TX-BCR19-PL5",0,0,1,"AR"
"TX-BCR19-RV14",0,0.0726744186046512,0.927325581395349,"DS"
"TX-BCR19-RV16",0,0,0.531645569620253,"SA"
"TX-BCR19-RV20",0,0.13953488372093,0.488372093023256,"PJ"
"TX-BCR19-RV22",0,0.0689655172413793,0.762931034482759,"DS"
"TX-BCR19-RV24",0,0.145161290322581,0.854838709677419,"GR"
"TX-BCR19-RV34",0,0,1,"DS"
"TX-BCR19-RV37",0,0.151162790697674,0.488372093023256,"GR"
"TX-BCR19-RV6",0,0.175925925925926,0.675925925925926,"DS"
"TX-BCR19-RV9",0,0.12037037037037,0.638888888888889,"PJ"
